School_Name,Status of School,County,Lat,Lon,DevicesExpected,DevicesDelivered,DeliveredMonth,Power_Connection,Class one enrollment,,,,,,,,
KERINGET PRI SCH,PUBLIC,KERICHO,-0.10039,35.60881,596,346,APRIL,Solar,7867,,,,,,,,
BISUNU PRY,PUBLIC,KAKAMEGA,0.534006,34.840996,781,66,MARCH,KPLC,2749,,,,,,,,
RUNYU PRI,PUBLIC,BUSIA,0.044377596,33.99462089,95,92,FEBRUARY,KPLC,8256,,,,,,,,
JAMHURI PRIMARY,PUBLIC,NAKURU,-0.077812,36.126037,516,419,SEPTEMBER,KPLC,500,,,,,,,,
KOLEWA PRI,PUBLIC,KILIFI,-3.822176,39.743502,934,373,FEBRUARY,Solar,6999,,,,,,,,
DUNGICHA PRI,PUBLIC,KILIFI,-3.478707,39.629062,753,707,JUNE,NO,3450,,,,,,,,
TUUM PRY SCH,PUBLIC,SAMBURU,2.14572,36.77226,348,17,OCTOBER,Solar,5918,,,,,,,,
KAPEUNGONG PRI SCH,PUBLIC,ELEGEYO-MARAKWET,1.007181,35.553777,79,56,SEPTEMBER,NO,9880,,,,,,,,
BURUMBA PRI,PUBLIC,BUSIA,0.452586998,34.12567642,183,20,JANUARY,KPLC,9282,,,,,,,,
KAIPAWIS PRI SCH,PUBLIC,WEST POKOT,1.308611,35.442222,1,1,JULY,NO,2551,,,,,,,,
OROBA PRI,PUBLIC,NANDI,-0.05289,35.02833,238,115,AUGUST,Solar,8004,,,,,,,,
NCHURUI PRY SCH,PUBLIC,MERU,0.297080555,37.883765,309,305,MARCH,NO,9366,,,,,,,,
MUKUBU PRI SCHOOL,PUBLIC,KIAMBU,-1.0996,36.86379,142,67,SEPTEMBER,NO,1663,,,,,,,,
BAREKEIWO PRI,PUBLIC,UASIN GISHU,0.202653,35.370802,769,437,JANUARY,NO,9549,,,,,,,,
LUTASIO PRI,PUBLIC,KAKAMEGA,0.457066715,34.54948692,438,254,SEPTEMBER,KPLC,6975,,,,,,,,
OL ARINYIRO PRY SCH,PUBLIC,LAIKIPIA,0.219882,36.466487,937,380,FEBRUARY,KPLC,7798,,,,,,,,
KIANYABONGERE PAG PRI SCH,PUBLIC,NYAMIRA,-0.58312,34.955454,694,521,JANUARY,Solar,8338,,,,,,,,
LEYAI PRY SCH,PUBLIC,MARSABIT,2.236908,38.020986,156,57,FEBRUARY,NO,7476,,,,,,,,
TORORO PRIMARY,PUBLIC,BUNGOMA,0.787496,34.453985,143,54,OCTOBER,Solar,9541,,,,,,,,
KOGWEDHI PRIMARY SCH,PUBLIC,KISUMU,-0.22414,34.917448,75,55,MAY,Solar,2065,,,,,,,,
MUTHANGENE PRI SCH,PUBLIC,MERU,0.032487222,37.5820475,954,15,JUNE,NO,5248,,,,,,,,
INGIRA PRI SCH,PUBLIC,KAKAMEGA,0.267276,34.793043,102,63,NOVEMBER,Solar,5407,,,,,,,,
CITY PRI SCH,PUBLIC,NAIROBI,-1.27116,36.823265,183,101,JUNE,NO,6925,,,,,,,,
AIC MATUNGULU PRI SCH,PUBLIC,MACHAKOS,-1.26066,37.35214,498,349,APRIL,KPLC,1247,,,,,,,,
GITHUNG'UNG'U PRI SCH,PUBLIC,NYERI,-0.523507,37.081939,441,296,FEBRUARY,KPLC,5967,,,,,,,,
MABINJU PRI SCH,PUBLIC,SIAYA,-0.1795,34.36902,674,135,MAY,NO,3365,,,,,,,,
MIANYANI PRI SCH,PUBLIC,MURANGA,-1.01252778,37.33177778,17,12,JULY,Solar,3514,,,,,,,,
ST.JONATHAN PRI,PUBLIC,MIGORI,-0.8313,34.58711,963,158,OCTOBER,Solar,4267,,,,,,,,
ORUBA PRI,PUBLIC,MIGORI,-0.96472,34.52648,156,49,JANUARY,KPLC,6764,,,,,,,,
SOGONIN PRI,PUBLIC,BARINGO,0.03095,35.73533,697,529,SEPTEMBER,NO,9517,,,,,,,,
ANGUGO PRI,PUBLIC,MIGORI,-0.8973,34.19456,129,4,AUGUST,Solar,4841,,,,,,,,
AIC KAMBOGA PRI,PUBLIC,NANDI,0.46028,35.03564,639,153,APRIL,Solar,848,,,,,,,,
KHAYEGA PRI SCH,PUBLIC,KAKAMEGA,0.209687,34.771806,455,344,JUNE,KPLC,1996,,,,,,,,
NDABARNACH PRI,PUBLIC,UASIN GISHU,0.861098,35.145321,847,122,SEPTEMBER,NO,6997,,,,,,,,
KAISO PRI SCH,PUBLIC,BARINGO,0.30241,35.79731,226,15,OCTOBER,Solar,3616,,,,,,,,
OLNG'ARUA PRI SCH,PUBLIC,KAJIADO,-1.262007,36.489517,638,68,AUGUST,KPLC,5395,,,,,,,,
ST. JOSEPH'S PRIMARY SCHOOL,PUBLIC,BOMET,-0.26838,35.81663,780,663,AUGUST,KPLC,5994,,,,,,,,
KARUKA PRI SCH,PUBLIC,NAROK,-1.17533,36.31067,366,85,MAY,NO,8111,,,,,,,,
CHEMELET PRIMARY SCHOOL,PUBLIC,BOMET,-0.56209,35.2146,722,100,JUNE,NO,7382,,,,,,,,
OLOSIRO PRI SCH,PUBLIC,NAROK,-1.014082,36.114727,252,45,FEBRUARY,NO,9372,,,,,,,,
KIAMUKUYU PRI,PUBLIC,EMBU,-0.731501,37.656096,340,48,SEPTEMBER,Solar,5855,,,,,,,,
KINGATUA PRY,PUBLIC,KIAMBU,-0.93381,36.60966,7,6,MARCH,KPLC,4985,,,,,,,,
ST MAXIMILLIAN KOLBE'S PRI,PUBLIC,BARINGO,0.09532,36.01366,432,181,MARCH,Solar,9906,,,,,,,,
GOT KOKWIRII PRIMARY,PUBLIC,SIAYA,0.142934,34.456225,60,25,JUNE,NO,3490,,,,,,,,
KALONGO PRI SCH,PUBLIC,MAKUENI,-1.80209,37.41162,145,59,FEBRUARY,Solar,8976,,,,,,,,
CHEPTARIT PRIMARY SCHOOL,PUBLIC,TRANS NZOIA,0.876,34.87124,634,42,JANUARY,NO,4375,,,,,,,,
SAYANGWE PRI,PUBLIC,KAKAMEGA,0.395028852,34.44461345,970,220,NOVEMBER,KPLC,5675,,,,,,,,
MUTUYU PRIMARY,PUBLIC,MACHAKOS,-1.61406,37.34531,95,71,JULY,KPLC,1745,,,,,,,,
KIKULUMI PRI SCH,PUBLIC,MACHAKOS,-1.52443,37.5986,386,88,FEBRUARY,NO,2161,,,,,,,,
MIGUTA PRIMARY,PUBLIC,KIAMBU,-1.07109,36.82909,512,148,SEPTEMBER,Solar,6591,,,,,,,,
NJORO PRIMARY,PUBLIC,TAITA TAVETA,-3.40947,37.69084,458,408,AUGUST,KPLC,5486,,,,,,,,
MWALILI PRIMARY SCHOOL,PUBLIC,KITUI,-1.12955,38.4486,322,95,JANUARY,Solar,6667,,,,,,,,
FAIRLAWNS PRIMARY,PUBLIC,KIAMBU,-1.22187,36.63753,15,13,NOVEMBER,KPLC,5111,,,,,,,,
MALANGA PRI SCH,PUBLIC,KILIFI,0.419544723,34.2844498,67,67,FEBRUARY,KPLC,7649,,,,,,,,
LITHIE PRI,PUBLIC,MERU,0.294176,37.824784,405,273,AUGUST,Solar,6766,,,,,,,,
SOIMINGIN PRI,PUBLIC,NAROK,-0.9413,35.11106,12,9,AUGUST,Solar,2088,,,,,,,,
ST.THOMAS PRIMARY,PUBLIC,NYANDARUA,-0.238972,36.38471,223,42,JULY,Solar,9916,,,,,,,,
MATUNGU SDA PRI,PUBLIC,KAKAMEGA,0.391189289,34.47645926,626,208,JULY,Solar,1505,,,,,,,,
EAPC GACERENI PRI,PUBLIC,THARAKA-NITHI,-0.223685833,38.07549306,138,32,MARCH,NO,3462,,,,,,,,
ORONKAI PRI,PUBLIC,NAROK,-0.95788,34.98868,592,358,AUGUST,NO,267,,,,,,,,
ACK MALIKINI  PRI. SCH.,PUBLIC,EMBU,-0.835457,37.41807,272,234,FEBRUARY,Solar,5323,,,,,,,,
CHAANI PRI SCH,PUBLIC,MOMBASA,-4.03588,39.62159,710,319,MAY,KPLC,6770,,,,,,,,
KIPRAISI PRIMARY SCHOOL,PUBLIC,BOMET,-0.54839,35.21172,446,92,MARCH,Solar,106,,,,,,,,
KISAWAI PRI SCH,PUBLIC,TRANS NZOIA,0.990607,34.840736,669,170,FEBRUARY,KPLC,5332,,,,,,,,
MUSOLI SPECIAL SCH,PUBLIC,KAKAMEGA,0.206926,34.66403,51,21,OCTOBER,NO,651,,,,,,,,
KAKRIGU PRI,PUBLIC,HOMA BAY,-0.41053,34.18219,379,331,MARCH,Solar,3297,,,,,,,,
GENERAL MULINGE PRIMARY SCHOOL,PUBLIC,MACHAKOS,-1.502851,37.366596,111,47,JANUARY,NO,8044,,,,,,,,
NTUNTUNI PRI,PUBLIC,THARAKA-NITHI,-0.312014,37.619642,364,70,MAY,KPLC,43,,,,,,,,
KIMINDA PRI,PUBLIC,NANDI,0.15294,35.1085,755,513,APRIL,NO,6440,,,,,,,,
NYANGE DEB PRI,PUBLIC,BUNGOMA,0.736249,34.896324,420,344,NOVEMBER,NO,8315,,,,,,,,
NDULUNI PRY,PUBLIC,MAKUENI,-2.15205,37.8941,263,204,OCTOBER,Solar,9482,,,,,,,,
IGANE PRI SCH,PUBLIC,MERU,-0.058368,37.729596,819,811,SEPTEMBER,NO,9951,,,,,,,,
KIT MIKAYI PRY SCH,PUBLIC,KISUMU,-0.10646,34.55025,744,686,SEPTEMBER,NO,9804,,,,,,,,
MIKUYU PRI SCH,PUBLIC,MACHAKOS,-1.00099,37.56265,182,102,JANUARY,Solar,5500,,,,,,,,
KOGA PRI,PUBLIC,HOMA BAY,-0.732772,34.169686,153,46,MARCH,NO,964,,,,,,,,
ST. THERESAS NGENYI PRI,PUBLIC,KISII,-0.596046,34.843736,287,95,MARCH,KPLC,6443,,,,,,,,
WANDECHE PRI,PUBLIC,VIHIGA,0.045346,34.636948,914,307,NOVEMBER,KPLC,4317,,,,,,,,
TURKANA GIRLS PRI SCH,PUBLIC,TURKANA,2.916193,35.40767,663,587,MAY,NO,9653,,,,,,,,
KAMELIL PRI,PUBLIC,NANDI,0.36287,35.55691,174,148,MAY,NO,6651,,,,,,,,
KABERGEI PRI,PUBLIC,BARINGO,0.134599,36.137005,382,54,APRIL,Solar,3954,,,,,,,,
CCM MBUINJERU PRI SCH,PUBLIC,EMBU,-0.378148,37.517426,543,47,JANUARY,Solar,577,,,,,,,,
NYANKORE PRY,PUBLIC,MIGORI,-1.172157,34.495689,187,112,MAY,Solar,3497,,,,,,,,
MUKEU  PRIMARY,PUBLIC,NAKURU,-0.362804,35.604112,474,59,JUNE,Solar,3237,,,,,,,,
KIPIRAT PRI SCH,PUBLIC,BOMET,-0.93172,35.16117,854,659,JULY,Solar,5511,,,,,,,,
GRASSLAND PRI SCH,PUBLIC,TRANS NZOIA,1.005045,34.979179,539,19,MAY,NO,1532,,,,,,,,
SYOMIKUKU PRI,PUBLIC,KITUI,-0.87857,38.04857,176,42,OCTOBER,Solar,4356,,,,,,,,
NAMASOLI PRI,PUBLIC,KAKAMEGA,0.154465078,34.5221466,88,10,JANUARY,KPLC,8493,,,,,,,,
KAKUMINI PRIMARY SCHOOL,PUBLIC,MACHAKOS,-1.15182,37.5063,756,26,FEBRUARY,Solar,6587,,,,,,,,
GANDA PRY,PUBLIC,KWALE,-4.532389,39.24727,245,27,FEBRUARY,KPLC,8906,,,,,,,,
TEBESWET PRIMARY SCHOOL,PUBLIC,NAKURU,-0.48983,35.94621,929,369,JUNE,NO,1529,,,,,,,,
IIANI PRIMARY,PUBLIC,MACHAKOS,-1.65791,37.38179,714,602,JANUARY,KPLC,9720,,,,,,,,
SIANDA PRI,PUBLIC,BUSIA,0.486773541,34.37086629,917,531,MAY,KPLC,2435,,,,,,,,
KIWANDANI PRI,PUBLIC,KILIFI,-3.607059,39.862521,918,596,OCTOBER,NO,8936,,,,,,,,
AGONGP PRI,PUBLIC,MIGORI,-0.8741,34.47703,202,159,FEBRUARY,KPLC,4678,,,,,,,,
ITUKI PRI,PUBLIC,KITUI,-1.56561,38.03557,255,192,JANUARY,NO,2722,,,,,,,,
MAGONGO PRIMARY,PUBLIC,NYAMIRA,-0.471116,34.940363,977,894,JANUARY,NO,8837,,,,,,,,
OBUGI PRIMARY,PUBLIC,KISUMU,-0.213579,34.912115,548,423,FEBRUARY,Solar,9436,,,,,,,,
BAHAKANDA PRY SCH,PUBLIC,KWALE,-4.265522,39.330312,605,578,OCTOBER,KPLC,8822,,,,,,,,
AHITI NDOMBA PRI,PUBLIC,KIRINYAGA,-0.580897,37.341895,970,220,AUGUST,Solar,1399,,,,,,,,
MIRICHU PRI SCH,PUBLIC,MURANGA,-0.759953055,36.99543833,105,20,JUNE,NO,5280,,,,,,,,
KALENYJUOK PRIMARY,PUBLIC,SIAYA,0.078047,34.208991,451,302,MARCH,Solar,8565,,,,,,,,
GITWE SPECIAL UNIT,PUBLIC,KIRINYAGA,-0.555499,37.315088,624,150,SEPTEMBER,NO,4723,,,,,,,,
KANYAUDO PRI SCH,PUBLIC,SIAYA,0.254262,34.155021,868,680,OCTOBER,Solar,8557,,,,,,,,
KIPTAIWA PRI,PUBLIC,BARINGO,0.568071,35.686628,139,56,AUGUST,KPLC,1238,,,,,,,,
KANGUU PRIMARY,PUBLIC,MACHAKOS,-0.9039,37.68941,147,114,AUGUST,Solar,3884,,,,,,,,
GATWE SPECIAL UNIT,PUBLIC,KIRINYAGA,-0.436251,37.238787,589,388,NOVEMBER,Solar,9077,,,,,,,,
MCK CHARIA PRI SCH,PUBLIC,MERU,-0.00809,37.76640778,624,231,MAY,NO,4734,,,,,,,,
BISHOP ALEXANDER MUGE,PUBLIC,NANDI,0.30079,35.08783,838,291,SEPTEMBER,NO,3191,,,,,,,,
MBUYUNI PRI,PUBLIC,KILIFI,-3.812751,39.697659,41,25,JUNE,NO,6714,,,,,,,,
OLEKOONYO PRI SCH,PUBLIC,NAROK,-1.096319,36.031723,183,92,FEBRUARY,Solar,3676,,,,,,,,
MAIKUU PRY,PUBLIC,MAKUENI,-2.48561,37.97702,108,30,JANUARY,NO,7444,,,,,,,,
MALANGA PRI SCH,PUBLIC,KILIFI,-0.309055,34.350477,950,768,MARCH,NO,122,,,,,,,,
CHEPKEMEL PRI,PUBLIC,NANDI,0.54235,35.02744,965,130,APRIL,KPLC,5188,,,,,,,,
NEW LIFE ACADEMY PRI SCH,PUBLIC,LAIKIPIA,0.399688,34.665379,249,198,NOVEMBER,Solar,9878,,,,,,,,
MITIRO PRI SCH,PUBLIC,SIAYA,-0.13336,34.2352,226,6,APRIL,NO,1581,,,,,,,,
KASAINI PRI SCH,PUBLIC,MACHAKOS,-1.436338,37.236312,748,66,FEBRUARY,NO,3498,,,,,,,,
GITHURA PRI,PUBLIC,NYERI,-0.209811111,36.71936111,335,27,JANUARY,KPLC,3426,,,,,,,,
MAKAIRO DEB PRI,PUBLIC,NYAMIRA,-0.631262,34.937392,443,272,JANUARY,Solar,669,,,,,,,,
MOREMBE PRIMARY,PUBLIC,NYAMIRA,-0.435439,35.031994,52,31,AUGUST,NO,1070,,,,,,,,
MARANDA PRI SCH,PUBLIC,SIAYA,-0.08266,34.22409,311,287,JANUARY,NO,7835,,,,,,,,
TEGUNOT PRI SCH,PUBLIC,KERICHO,-0.17545,35.61391,58,37,SEPTEMBER,KPLC,3965,,,,,,,,
KITHIIANI PRI,PUBLIC,MAKUENI,-1.42754,37.59729,396,353,MARCH,KPLC,2240,,,,,,,,
NTHANGANI PRIMARY,PUBLIC,KITUI,-0.38397,38.03455,261,149,SEPTEMBER,KPLC,6340,,,,,,,,
KARUTHI PRI SCH,PUBLIC,NYERI,-0.576934,36.972134,146,36,AUGUST,NO,2663,,,,,,,,
KUNCHU PRI SCH,PUBLIC,KAJIADO,-2.33184,37.38591,261,183,SEPTEMBER,NO,4054,,,,,,,,
OLASENUA PRI,PUBLIC,NAROK,-1.07493,34.61883,310,10,FEBRUARY,KPLC,3404,,,,,,,,
KYAMATHEKA PRI,PUBLIC,MAKUENI,-1.79894,37.42313,768,235,JULY,Solar,2678,,,,,,,,
KAIRO PRI SCH,PUBLIC,MURANGA,-0.608936944,36.87216444,719,238,FEBRUARY,NO,4458,,,,,,,,
KAMARANG DEB,PUBLIC,BUNGOMA,0.829431,34.488087,770,740,MARCH,Solar,8131,,,,,,,,
GICHAGI-INI PRI SCH,PUBLIC,MURANGA,-0.814847222,36.89859056,941,4,NOVEMBER,KPLC,5767,,,,,,,,
IBANCHORE DEB PRIMARY,PUBLIC,KISII,-0.855201,34.916354,890,691,FEBRUARY,Solar,6021,,,,,,,,
KIRARO PRI,PUBLIC,THARAKA-NITHI,-0.223903,37.668302,953,43,FEBRUARY,Solar,7766,,,,,,,,
LANGU PRI SCH,PUBLIC,SIAYA,-0.240941,34.302896,688,48,APRIL,NO,5396,,,,,,,,
NGETMOI PRI,PUBLIC,BARINGO,0.41251,35.81902,472,123,JUNE,Solar,9226,,,,,,,,
KIBIRGUT PRI SCH,PUBLIC,KERICHO,-0.46277,35.06117,945,854,AUGUST,KPLC,3461,,,,,,,,
KYAAKA PRI SCH,PUBLIC,MACHAKOS,-1.34244,37.34091,896,673,AUGUST,KPLC,8676,,,,,,,,
ULOHOWE PRIMARY,PUBLIC,SIAYA,0.161695,34.434341,221,198,AUGUST,KPLC,7140,,,,,,,,
MUTHAITI PRI,PUBLIC,NAKURU,-0.61223,36.148285,596,318,JULY,NO,3704,,,,,,,,
LILOCH DEB PRI SCH,PUBLIC,KERICHO,-0.08857,35.41859,973,509,APRIL,Solar,8070,,,,,,,,
KAJIAMPAU PRI SCH,PUBLIC,THARAKA NITHI,-0.313763,37.852062,924,286,JUNE,NO,8440,,,,,,,,
WACHIR PRI SCH,PUBLIC,WAJIR,1.70214,40.00023,356,193,FEBRUARY,Solar,5867,,,,,,,,
TEREKMOI PRIMARY SCHOOL,PUBLIC,ELEGEYO MARAKWET,0.88056,35.56185,69,7,SEPTEMBER,NO,9982,,,,,,,,
SOSIO R.C PRIMARY,PUBLIC,BUNGOMA,0.796893,34.787103,916,640,JUNE,NO,2651,,,,,,,,
ELUNYU PRY,PUBLIC,VIHIGA,0.137593,34.811549,442,100,JULY,KPLC,8367,,,,,,,,
OBOKE PRI,PUBLIC,MIGORI,-0.79435,34.50379,11,4,MAY,KPLC,5664,,,,,,,,
MALINDI PRI SCH,PUBLIC,KILIFI,-3.22045,40.10375,244,198,JUNE,KPLC,5193,,,,,,,,
IGAKALA PRI,PUBLIC,VIHIGA,0.049476,34.694959,752,373,JULY,Solar,8555,,,,,,,,
OLTUROT PRY SCH,PUBLIC,MARSABIT,2.5918,37.08725,534,350,AUGUST,NO,1064,,,,,,,,
THUA PRI SCH,PUBLIC,KITUI,-1.54706,38.21423,892,264,JULY,NO,9548,,,,,,,,
CHERERES PRI  SCH,PUBLIC,KERICHO,-0.10984,35.54234,413,99,JULY,NO,1631,,,,,,,,
TULYA PRY SCH,PUBLIC,MAKUENI,-1.55338,37.51098,770,194,AUGUST,KPLC,4262,,,,,,,,
CHANZUVU PRI,PUBLIC,VIHIGA,0.075413,34.695905,113,6,JULY,NO,8876,,,,,,,,
NYANGOSO DEB PRI,PUBLIC,NYAMIRA,-0.551126,34.940918,926,60,JULY,Solar,3978,,,,,,,,
LUBINU PRI,PUBLIC,KAKAMEGA,0.314262592,34.5588387,83,17,MARCH,NO,4603,,,,,,,,
WAMAHIGA PRI,PUBLIC,MURANGA,-0.843245,37.118022,867,790,MAY,Solar,9919,,,,,,,,
SARAMEK PRIMARY SCHOOL,PUBLIC,UASIN GISHU,0.830321,35.264354,237,228,SEPTEMBER,KPLC,2763,,,,,,,,
KEGONGA PRY SCH,PUBLIC,MIGORI,-1.255071,34.650367,412,82,JULY,Solar,2874,,,,,,,,
RHAMU DIMTU PRI SCH,PUBLIC,MANDERA,4.02345,41.06493,441,160,AUGUST,NO,8553,,,,,,,,
OCHILO PRIMARY,PUBLIC,SIAYA,-0.01626,34.27142,488,354,MAY,KPLC,7720,,,,,,,,
OMOSASA SPECIAL UNIT,PUBLIC,NYAMIRA,-0.535341,34.891941,4,2,AUGUST,Solar,2436,,,,,,,,
J.N. MWONGE  PRI.SCH.,PUBLIC,EMBU,-0.59423,37.51814,511,228,NOVEMBER,NO,932,,,,,,,,
MASYUNGWA PRI,PUBLIC,KITUI,-0.39502,38.36902,759,140,AUGUST,NO,9065,,,,,,,,
DR. MUTHIORA PRI SCH,PUBLIC,NAIROBI,-1.286084,36.699142,949,847,JANUARY,NO,5020,,,,,,,,
SARMACH PRI SCH,PUBLIC,WEST POKOT,1.791613,35.444704,11,9,OCTOBER,Solar,6961,,,,,,,,
CHODARI PRI,PUBLIC,KILIFI,-3.795689,39.767942,758,187,JANUARY,Solar,7274,,,,,,,,
MAGUNGU PRI,PUBLIC,MIGORI,-0.86737,34.21753,611,24,SEPTEMBER,Solar,9427,,,,,,,,
EWANGAN PRI SCH,PUBLIC,KAJIADO,-2.08608,37.26224,167,92,SEPTEMBER,NO,4965,,,,,,,,
EDGEWOOD PRIMARY,PUBLIC,NAKURU,-0.004307,36.207331,20,12,FEBRUARY,NO,7021,,,,,,,,
MWIYENGA PRY SCH,PUBLIC,KAKAMEGA,0.20991,34.63336,691,660,MAY,Solar,1943,,,,,,,,
METAMAYWA SDA PR,PUBLIC,NYAMIRA,-0.769684,34.969217,417,411,MARCH,Solar,4360,,,,,,,,
PINGILIKANA PRI,PUBLIC,KILIFI,-3.774602,39.771991,837,504,OCTOBER,KPLC,5901,,,,,,,,
FUNAN NYATTA PRI,PUBLIC,MARSABIT,3.385166,39.073671,713,443,NOVEMBER,NO,6227,,,,,,,,
MUNGETI RC PRI,PUBLIC,BUNGOMA,0.6545,34.5163,470,275,JUNE,NO,2467,,,,,,,,
TOM MBOYA RAGANA PRY SCH,PUBLIC,MIGORI,-1.10493,34.47267,294,192,NOVEMBER,Solar,1937,,,,,,,,
MUKKAMA PRY,PUBLIC,KAKAMEGA,0.44188,34.60778,942,532,AUGUST,KPLC,3410,,,,,,,,
NYARIGINU PRY SCH,PUBLIC,LAIKIPIA,0.06041,37.114275,235,132,JUNE,NO,2836,,,,,,,,
KAITI ACK PRI SCH,PUBLIC,MAKUENI,-1.7694,37.55302,95,78,APRIL,NO,8856,,,,,,,,
KILTAMANY PRI,PUBLIC,SAMBURU,0.648649,37.474613,276,160,AUGUST,NO,1159,,,,,,,,
NZIA PRIMARY SCHOOL,PUBLIC,KITUI,-1.13725,38.18603,514,399,JULY,NO,5139,,,,,,,,
MAKAKA PRI SCH,PUBLIC,HOMA BAY,-0.37009,34.67769,554,283,MARCH,KPLC,7732,,,,,,,,
IKUMBU PRI,PUBLIC,MERU,-0.145626944,37.83353583,445,344,JANUARY,NO,8895,,,,,,,,
CRATER PRIMARY,PUBLIC,NAKURU,-0.285338,36.09387,868,1,SEPTEMBER,NO,2222,,,,,,,,
ILKIMATE PRI,PUBLIC,NAROK,-1.636008,35.965491,688,73,MAY,KPLC,5143,,,,,,,,
UHURU PRI SCH,PUBLIC,NYANDARUA,-0.140616,36.310233,821,280,JANUARY,Solar,1650,,,,,,,,
SIMBOIYON PRIMARY,PUBLIC,NAKURU,0.077935,36.243428,656,647,AUGUST,KPLC,963,,,,,,,,
TOMBO PRY,PUBLIC,KAKAMEGA,0.54846,34.83496,576,195,NOVEMBER,NO,9310,,,,,,,,
KAWITI PRI SCH,PUBLIC,HOMA BAY,-0.42182,34.52531,246,8,JULY,Solar,157,,,,,,,,
KILULUNYI PRIMARY,PUBLIC,TAITA TAVETA,-3.43537,38.3219,38,16,FEBRUARY,KPLC,211,,,,,,,,
LOMEKWI PRI SCH,PUBLIC,TURKANA,3.91624,35.83695,152,10,APRIL,Solar,7144,,,,,,,,
KITHANGATHINI PRI SCH,PUBLIC,MAKUENI,-1.82145,37.37018,913,481,NOVEMBER,KPLC,4591,,,,,,,,
ST. ANTHONY ULUTHE PRIMARY SCH,PUBLIC,SIAYA,0.180848,34.372014,31,18,NOVEMBER,KPLC,4909,,,,,,,,
SIGIRIA PRI,PUBLIC,MIGORI,-0.8728,34.59558,48,44,JULY,KPLC,8825,,,,,,,,
NYAGA PRI,PUBLIC,KIRINYAGA,-0.58451889,37.30433361,198,163,OCTOBER,KPLC,6948,,,,,,,,
CHURO PRI,PUBLIC,BARINGO,0.776462,36.407466,883,403,FEBRUARY,NO,3152,,,,,,,,
GATHAGE PRI SCH,PUBLIC,KIAMBU,-1.0447,36.89953,282,125,JUNE,KPLC,1421,,,,,,,,
MUNANDA PRI,PUBLIC,NAKURU,-0.59405,36.11002,161,23,FEBRUARY,Solar,7253,,,,,,,,
KAMOSIRO PRI SCH,PUBLIC,BOMET,-1.01443,35.23435,933,594,NOVEMBER,KPLC,8059,,,,,,,,
ASANGO PRIMARY,PUBLIC,SIAYA,0.228016,34.351551,205,91,MARCH,Solar,564,,,,,,,,
SHIHALIA PRI SCH,PUBLIC,KAKAMEGA,0.182753,34.701127,123,73,MARCH,Solar,1185,,,,,,,,
KALUKUNI PRIMARY SCHOOL,PUBLIC,MACHAKOS,-1.238498,37.510672,258,55,JULY,KPLC,1078,,,,,,,,
TUIYOBEI PRIMARYSCHOOL,PUBLIC,NAKURU,-0.627559,35.616302,585,496,JUNE,NO,3913,,,,,,,,
CCM GITUGU PRI,PUBLIC,THARAKA NITHI,-0.143001666,38.05482333,526,496,JUNE,NO,6859,,,,,,,,
RUGOGWE  PRI. SCH.,PUBLIC,EMBU,-0.72789,37.6211,752,264,JULY,KPLC,6810,,,,,,,,
KIPTANUI PRI SCH,PUBLIC,UASIN GISHU,0.563347,35.257793,93,36,OCTOBER,KPLC,1804,,,,,,,,
THIMBILI PRY SCH,PUBLIC,MERU,0.291938055,37.96126611,311,282,MAY,KPLC,4599,,,,,,,,
KALIMAPUS PRI SCH,PUBLIC,TURKANA,3.617106,35.823842,621,382,MAY,NO,392,,,,,,,,
GENGA DOK PRI,PUBLIC,,-0.637399,34.643327,146,55,OCTOBER,KPLC,7294,,,,,,,,
KOUYO KAILA PRY SCH,PUBLIC,KISUMU,-0.08597,34.56396,910,592,MAY,NO,9150,,,,,,,,
ST. BAKHITA PRI SCH - PRI,PUBLIC,NAIROBI,-1.314238,36.852535,378,253,JULY,NO,2481,,,,,,,,
KIIMA KIMWE PRIMARY SCHOOL,PUBLIC,MACHAKOS,-1.55826,37.28031,98,42,APRIL,NO,1604,,,,,,,,
GILGIL DEB PRI SCH,PUBLIC,NAKURU,-0.495998,36.320285,755,497,APRIL,KPLC,2616,,,,,,,,
MUNGONI PRI,PUBLIC,THARAKA NITHI,-0.316803,37.645393,343,184,NOVEMBER,NO,2804,,,,,,,,
KARIA-INI PRY SCH,PUBLIC,LAIKIPIA,0.47681,36.291205,251,101,NOVEMBER,Solar,8991,,,,,,,,
KAPSOI PRY SCH,PUBLIC,VIHIGA,0.06438,34.83977,79,68,MARCH,KPLC,6814,,,,,,,,
MULOONI PRY,PUBLIC,MAKUENI,-1.6038,37.47174,322,260,APRIL,Solar,8710,,,,,,,,
NTHULUNI PRI SCH,PUBLIC,MACHAKOS,-1.48016,37.53201,325,144,JUNE,NO,8690,,,,,,,,
UTALII PRIMARY,PUBLIC,NAKURU,-0.59472,35.99532,329,143,MAY,NO,4687,,,,,,,,
KAPOLESEROI PRI SCH,PUBLIC,BOMET,-0.8716,35.18069,268,65,AUGUST,Solar,3229,,,,,,,,
MUHOHO PRI SCH,PUBLIC,KIAMBU,-1.003741,36.840985,678,207,FEBRUARY,NO,2369,,,,,,,,
KANYAMEDHA PRY SCH,PUBLIC,KISUMU,-0.06918,34.74329,933,509,APRIL,KPLC,4402,,,,,,,,
KIPSINENDE PRI SCH,PUBLIC,KERICHO,-0.16416,35.35632,322,31,JANUARY,KPLC,7203,,,,,,,,
